temperature,vibration,pressure,humidity,operating_cycles,failure
84.13301955828102,0.5190457488110723,76.05766221436912,52.42815880642083,684.8349705561283,0
74.72011125631653,0.5140616931050063,80.39474090399467,52.69086529850662,1699.2112629407702,1
87.2531583706452,0.46640081049934645,66.16637630499788,50.999303346572944,496.6038503950037,1
88.5839530147385,0.6014179514387001,73.2882110256747,48.520885626124944,1511.1820921396113,1
68.34275367942314,0.5781575425245712,79.97491977227472,48.30261045725152,1619.497349547262,1
72.88474345196377,0.3591220362076699,75.39360089005557,47.22048359643864,1337.776447182515,0
82.894882822171,0.35181688057127714,83.80400287246488,48.260776443373075,425.6852363065622,0
79.78630185359492,0.6009621343846906,65.5444598508785,48.80290066931362,505.6458696413202,0
81.88239189746997,0.4521656285446559,64.8599893923232,33.764622674180956,1749.4562645720487,0
76.02869250698494,0.586244938612039,79.6181190997363,38.67802283244609,182.70086571200167,0
88.1557858240398,0.6437117893731026,80.19484328959665,36.76862700414366,254.90033760722056,0
87.44454354800264,0.39748565951133297,73.840499959009,53.85716006123207,1762.4970351615407,0
82.4622148829285,0.38061552945085786,77.40236640027435,58.2328008286689,1409.5658548337599,1
89.89068844877623,0.7509318018874355,79.47124186578844,27.6476166367026,1356.1717393553688,1
85.27256539576432,0.5921884939554951,70.11682076488952,57.51851689497329,330.3635820049756,0
75.98495275981733,0.49969112119920756,70.7589097497042,45.69377098825224,905.6429551712333,0
84.5812554885775,0.4379271456824484,76.13835707519182,53.10175855326962,1521.3345543479832,0
75.28782179419701,0.4887470981311265,80.42453375936232,49.05173723667917,625.5237271161396,0
88.1491521091509,0.4071313196664028,68.00425844185209,56.523160428799365,387.3389817252184,0
81.65051862309623,0.6560094608908709,73.81231420838988,46.67793946685997,69.15430609423277,0
80.70596345518318,0.45678986156724155,73.53458020977337,34.09236432949667,1139.4493485063317,0
77.2334931891724,0.6812241505859521,77.50775463025658,44.15460092981432,564.1680429931404,0
90.55778937071821,0.5019245296275987,74.947809779947,49.12524836885444,1561.4267470374461,1
80.91829362551839,0.4247979779659223,71.72469849718284,43.27231118772513,546.1566518291954,0
79.00170524485824,0.4988438094383439,82.49139468454443,50.26185377722136,315.2576713228808,0
79.5350651465824,0.23509998669983007,71.76445511027508,44.474420890876445,1730.7831460075568,0
85.72616429887344,0.5355077707991193,73.24742182187128,40.23592544708104,1738.3597714453917,1
84.55810845054854,0.529585697064381,65.45101418448226,36.312172933507675,1248.7916996172953,1
84.88912828117192,0.6489691295857561,70.71824473892462,41.86547693973324,1674.6749795434746,1
85.01574702105518,0.3236434086419945,78.0964564580343,46.636573197602615,333.2087671853699,0
96.99153320609322,0.6894239633036258,76.92361173812915,29.324865565952393,855.596504948015,1
79.15509488530769,0.6484719153997187,78.59710194039457,38.759388714279815,407.27805918748663,0
78.41430089649924,0.7002452276438396,78.30589371567402,29.02646364180481,887.870701841301,1
76.30359090226486,0.5436734348795036,87.52628421777092,40.06340116817568,1434.5614978069098,1
86.31185595802847,0.6716676200923307,70.51284703531854,54.57851787429779,1528.623732250111,0
89.90280604904623,0.3734507158111714,65.28345753939126,35.51106894616932,57.28768996847498,0
81.20236779641587,0.635565707824544,68.69668202357086,50.625277966890636,731.6309442247591,0
76.1189046612623,0.4574604685480066,70.77808898501046,67.79060101849856,1789.6202024468323,1
76.22863149016132,0.3518317801092477,69.15403838029853,56.6283050500588,1081.3011831763113,0
86.5541495147729,0.41510313782027675,75.56196508586912,46.06810704312969,568.3428769714158,1
87.2027791984241,0.5506637366355125,82.51592943334212,51.86747564637186,730.739955073085,1
85.80207987813637,0.45108409501388763,84.23795443781948,34.042537580505666,614.4865566091374,0
77.34143204897914,0.5951288238034961,78.02585101107962,32.41268277271557,833.2972525532603,0
83.62512926146704,0.33301149339951797,87.8476332927241,45.22958487263515,827.8516087853621,0
82.81680066398509,0.29474829476609665,72.86176166060149,48.18888450774729,937.0107840955612,0
83.5308201771031,0.7146864920972291,65.20488574798544,53.75523427399392,862.8855125865657,1
88.10000144563733,0.6584560155281721,81.31906840732901,40.44990286878948,953.1989486738472,1
83.56516884142277,0.4240843796903432,63.96843364950563,46.547163874893165,98.98066306907026,0
86.75239494150327,0.5496400427835353,70.46998186380118,46.2728924524238,145.24706883517578,0
82.47305348642224,0.6723408472241589,78.12067339453678,43.948847155388265,699.5019531139611,0
84.02383579082989,0.6003040729948727,74.38571111970731,44.42020099092799,1598.6477374234441,1
86.41901758086978,0.5677867715420174,73.85428342277096,38.16236397888352,1433.9565309527723,1
71.79990926101033,0.6814184897575117,67.91525980307996,47.23765926707971,242.76887334523673,0
79.7623014854989,0.4623145029758536,74.93518566339998,46.560399841560624,915.954177800859,0
78.70739141995043,0.5537414138397555,81.02197493242676,41.47990587235172,1108.0277242117736,0
77.52785506229661,0.547858163404913,75.11980749921611,50.32619412818854,892.081174961407,0
80.07400424141322,0.5172685542794749,70.01864472215364,53.222652707458366,1270.741614713357,1
92.46458917864078,0.5032233386295097,67.51476923641602,50.4190103678037,1795.210526656662,1
75.93918219014729,0.558744188539419,70.14243250226653,36.66045343951421,218.82972739004978,0
88.77794848214036,0.5541288995182634,77.35400251448615,45.79716613489593,952.1845550497538,1
70.21991159868936,0.424188682895857,77.06161357415826,37.70854749709238,946.6500601844683,0
79.65580479009958,0.6462155091880537,70.19695739642599,45.77243797039866,1034.162896028694,1
83.13927145573504,0.43283377506804904,61.73544346810765,37.73970642384069,342.193047970176,0
86.10355631951495,0.5238119866543391,77.52007658203298,55.217306698838286,1167.1261342311334,0
86.97858605854998,0.5145663432735939,69.61375560614849,51.26665175215874,127.59661453035854,0
87.55343064639948,0.592972433519106,79.1343748740917,54.223914442739115,1346.9661021306881,1
79.55892449426094,0.2957075271739201,70.4633421472335,53.41377672156397,1210.5291698701963,0
78.76353745134803,0.656909177791535,69.07259727798115,42.83520230741068,628.2414197221605,1
